ticker,net_income,equity,ebit,capital_employed,revenue,revenue_3y_ago,profit_3y_ago,total_debt,interest_expense,cfo,capex,total_assets,roe,roce,net_margin,operating_margin,revenue_cagr,profit_cagr,debt_to_equity,interest_coverage,ocf_ratio,fcf,fcf_margin,asset_turnover,final_score,score_roe,score_roce,score_operating_margin,score_revenue_cagr,score_profit_cagr,score_asset_turnover,score_debt_to_equity,score_fcf_margin,llm_prompt
ADVANCE,256380000.0,1008730000.0,420500000.0,1165160000.0,5019190000.0,2507460000.0,89890000.0,804520000.0,68500000.0,57130000.0,336060000.0,3514720000.0,0.2541611729600587,0.3608946410793367,0.0510799551322026,0.0837784582771323,0.2602785389271733,0.4181568082588986,0.7975573245566207,6.138686131386861,0.2228332943287307,-278930000.0,-0.0555727119316065,1.4280483224837257,8.006666666666666,1.7866666666666666,1.34,0.3733333333333333,1.18,1.92,0.4466666666666666,0.42,0.54,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ADVANCE** (Rank #12 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 25.4%, ROCE: 36.1%
- **Growth (3Y CAGR)**: Sales: 26.0%, Profit: 41.8%
- **Financial Health**: Debt/Equity: 0.80
- **Cash Flow**: FCF Margin: -5.6%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ABSLAMC,9306000000.0,37268700000.0,12502000000.0,38563800000.0,16847800000.0,12929616000.0,6727718000.0,680600000.0,56600000.0,7084800000.0,312800000.0,41144300000.0,0.2497001505284595,0.3241900435123094,0.5523569842946854,0.7420553425373045,0.0922427998974746,,0.0182619731839318,220.8833922261484,0.7613152804642166,6772000000.0,0.4019515901185911,0.4094807786254718,7.953333333333333,1.7333333333333334,1.28,0.9466666666666668,0.52,0.6,0.1533333333333333,1.24,1.48,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ABSLAMC** (Rank #13 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 25.0%, ROCE: 32.4%
- **Growth (3Y CAGR)**: Sales: 9.2%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.02
- **Cash Flow**: FCF Margin: 40.2%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AEROFLEX,525076000.0,3424162000.0,702845000.0,3443075000.0,3665869000.0,2329870000.0,275060000.0,5835000.0,3364000.0,265839000.0,1034628000.0,4265511000.0,0.1533443803184545,0.2041329334969467,0.1432337052960703,0.1917267092741175,0.1630947194957477,0.2405042118700497,0.0017040665716166,208.9313317479192,0.5062867089716536,-768789000.0,-0.209715349893845,0.8594208290636222,7.953333333333333,1.52,1.18,0.6133333333333333,0.8400000000000001,1.68,0.32,1.4,0.4,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AEROFLEX** (Rank #14 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 15.3%, ROCE: 20.4%
- **Growth (3Y CAGR)**: Sales: 16.3%, Profit: 24.1%
- **Financial Health**: Debt/Equity: 0.00
- **Cash Flow**: FCF Margin: -21.0%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ADOR,600500000.0,5070900000.0,911200000.0,5204100000.0,11178700000.0,6570000000.0,450200000.0,24100000.0,45400000.0,1371100000.0,412700000.0,6939300000.0,0.1184207931530891,0.1750927153590438,0.0537182319947757,0.0815121615214649,0.1938285954905763,0.1007850103090599,0.0047526080183004,20.0704845814978,2.2832639467110742,958400000.0,0.0857344771753424,1.6109261741097805,7.906666666666666,1.0666666666666669,1.04,0.3466666666666667,0.94,1.5466666666666666,0.4666666666666667,1.36,1.14,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ADOR** (Rank #15 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 11.8%, ROCE: 17.5%
- **Growth (3Y CAGR)**: Sales: 19.4%, Profit: 10.1%
- **Financial Health**: Debt/Equity: 0.00
- **Cash Flow**: FCF Margin: 8.6%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ACUTAAS,1587136000.0,13096287000.0,2223814000.0,13470137000.0,9999668000.0,5201350000.0,719461000.0,129387000.0,62184000.0,1183427000.0,1946429000.0,15492611000.0,0.1211897692834618,0.1650921590478255,0.1587188694664663,0.2223887833076058,0.24343522875896,0.3017741057713399,0.0098796704745398,35.76183584201724,0.7456367948304368,-763002000.0,-0.0763027332507439,0.645447562066846,7.706666666666667,1.12,0.98,0.6933333333333334,1.16,1.7333333333333334,0.24,1.2799999999999998,0.5,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ACUTAAS** (Rank #16 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 12.1%, ROCE: 16.5%
- **Growth (3Y CAGR)**: Sales: 24.3%, Profit: 30.2%
- **Financial Health**: Debt/Equity: 0.01
- **Cash Flow**: FCF Margin: -7.6%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
3MINDIA,4760674000.0,18464969000.0,7842089000.0,19716359000.0,44428602000.0,33339389000.0,2719711000.0,995353000.0,108023000.0,3551044000.0,554202000.0,30145917000.0,0.2578219329802286,0.3977452936416911,0.1071533603510639,0.1765099203436561,0.1004449890136458,,0.0539049375062584,72.59647482480582,0.7459120284228662,2996842000.0,0.067452988955178,1.4737850568619293,7.686666666666666,1.8133333333333328,1.42,0.56,0.62,0.6,0.4533333333333333,1.12,1.1,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **3MINDIA** (Rank #17 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 25.8%, ROCE: 39.8%
- **Growth (3Y CAGR)**: Sales: 10.0%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.05
- **Cash Flow**: FCF Margin: 6.7%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AARTIPHARM,2724048000.0,19899064000.0,3875859000.0,22493556000.0,20860021000.0,11920336000.0,1222511000.0,4208179000.0,268964000.0,3315615000.0,4438784000.0,29064051000.0,0.1368932729700251,0.1723097495122603,0.1305870209814266,0.1858032165931185,0.2050602138667325,0.3061327731559424,0.2114762282286242,14.410326289020093,1.2171646755123258,-1123169000.0,-0.053843138508825,0.7177258600323816,7.453333333333333,1.28,1.02,0.6,0.98,1.7866666666666666,0.2666666666666666,0.94,0.58,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AARTIPHARM** (Rank #18 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 13.7%, ROCE: 17.2%
- **Growth (3Y CAGR)**: Sales: 20.5%, Profit: 30.6%
- **Financial Health**: Debt/Equity: 0.21
- **Cash Flow**: FCF Margin: -5.4%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AFFLE,3818690000.0,29464570000.0,4769740000.0,29931330000.0,22654990000.0,10816560000.0,2138780000.0,820950000.0,93370000.0,4259910000.0,1599020000.0,36217700000.0,0.1296027737720251,0.1593560994449628,0.1685584500368351,0.2105381639983067,0.2794546697190707,,0.0278622766257915,51.084288315304704,1.115542240925553,2660890000.0,0.1174527113011305,0.6255226035888529,7.319999999999999,1.2266666666666666,0.92,0.6666666666666666,1.3,0.6,0.2266666666666666,1.18,1.2000000000000002,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AFFLE** (Rank #19 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 13.0%, ROCE: 15.9%
- **Growth (3Y CAGR)**: Sales: 27.9%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.03
- **Cash Flow**: FCF Margin: 11.7%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ADFFOODS,692557000.0,4926606000.0,941768000.0,5589221000.0,5580117000.0,4057961000.0,480981000.0,592336000.0,25761000.0,374157000.0,412382000.0,6281978000.0,0.1405748704077411,0.1684971841335313,0.124111555367029,0.1687720884705464,0.1120179870117441,0.1292129951589906,0.1202320623975207,36.55789759714297,0.5402544483703147,-38225000.0,-0.0068502147894031,0.8882738844357622,7.293333333333334,1.3066666666666666,1.0,0.52,0.66,1.5733333333333333,0.3333333333333333,1.04,0.8600000000000001,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ADFFOODS** (Rank #20 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 14.1%, ROCE: 16.8%
- **Growth (3Y CAGR)**: Sales: 11.2%, Profit: 12.9%
- **Financial Health**: Debt/Equity: 0.12
- **Cash Flow**: FCF Margin: -0.7%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AGI,3224106000.0,20977259000.0,5092798000.0,27529415000.0,25288220000.0,14120690000.0,1932984000.0,5527625000.0,824705000.0,4285506000.0,2539059000.0,34962115000.0,0.1536952945091634,0.1849947774044599,0.1274943827600361,0.2013901334297154,0.2143786242989527,,0.2635055895529535,6.175296621216071,1.3292075384618247,1746447000.0,0.0690616816841992,0.7233034957982376,7.22,1.5466666666666666,1.08,0.64,1.12,0.6,0.2733333333333333,0.8400000000000001,1.12,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AGI** (Rank #21 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 15.4%, ROCE: 18.5%
- **Growth (3Y CAGR)**: Sales: 21.4%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.26
- **Cash Flow**: FCF Margin: 6.9%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AEROENTER,531200000.0,7007219000.0,1143864000.0,8467861000.0,5785377000.0,3376238000.0,355438000.0,310665000.0,54173000.0,1396495000.0,1044252000.0,9751019000.0,0.0758075350577739,0.1350829920330529,0.0918176983107583,0.1977164150236017,0.1966474059475933,0.1433119337063997,0.0443349922415725,21.115020397615048,2.6289439006024096,352243000.0,0.0608850555460776,0.5933099914993499,7.126666666666666,0.64,0.8400000000000001,0.6266666666666667,0.96,1.6,0.22,1.16,1.08,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AEROENTER** (Rank #22 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 7.6%, ROCE: 13.5%
- **Growth (3Y CAGR)**: Sales: 19.7%, Profit: 14.3%
- **Financial Health**: Debt/Equity: 0.04
- **Cash Flow**: FCF Margin: 6.1%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AAATECH,35103000.0,308251000.0,47007000.0,308251000.0,254555000.0,144016000.0,23384000.0,0.0,0.0,16553000.0,2589000.0,325543000.0,0.11387797606496,0.1524958556501033,0.1378994716269568,0.1846634322641472,0.2090853597226047,,0.0,,0.4715551377375153,13964000.0,0.0548565143092848,0.7819397130333012,6.953333333333334,1.04,0.8999999999999999,0.5866666666666667,1.06,0.6,0.2866666666666667,1.44,1.04,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AAATECH** (Rank #23 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 11.4%, ROCE: 15.2%
- **Growth (3Y CAGR)**: Sales: 20.9%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.00
- **Cash Flow**: FCF Margin: 5.5%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
